time,open,high,low,close,tick_volume,spread,real_volume
2025.01.02 04:25:00,2635.71,2635.73,2634.59,2635.58,1242,27,0
2025.01.02 04:30:00,2635.6,2635.61,2634.03,2635.18,2425,27,0
2025.01.02 04:35:00,2635.17,2635.71,2634.01,2635.38,1938,27,0
2025.01.02 04:40:00,2635.39,2635.39,2632.57,2633.34,2631,27,0
2025.01.02 04:45:00,2633.35,2633.54,2632.23,2632.84,1962,27,0
2025.01.02 04:50:00,2632.85,2634.33,2632.55,2633.93,1693,27,0
2025.01.02 04:55:00,2633.92,2635.25,2633.73,2634.64,1194,27,0
2025.01.02 05:00:00,2634.64,2635.28,2633.81,2634.06,1524,27,0
2025.01.02 05:05:00,2634.07,2634.19,2633.42,2633.71,1859,27,0
2025.01.02 05:10:00,2633.7,2633.73,2633.0,2633.05,1981,27,0
2025.01.02 05:15:00,2633.05,2634.0,2632.92,2633.43,1659,27,0
2025.01.02 05:20:00,2633.42,2634.68,2633.06,2634.1,1325,27,0
2025.01.02 05:25:00,2634.11,2634.25,2633.16,2633.28,1682,27,0
2025.01.02 05:30:00,2633.27,2634.09,2633.01,2633.77,1157,27,0
2025.01.02 05:35:00,2633.77,2633.77,2632.28,2632.31,1267,27,0
2025.01.02 05:40:00,2632.31,2633.35,2632.23,2633.33,938,27,0
2025.01.02 05:45:00,2633.34,2633.76,2632.99,2633.16,1059,27,0
2025.01.02 05:50:00,2633.17,2633.19,2632.68,2632.7,634,27,0
2025.01.02 05:55:00,2632.7,2633.63,2632.66,2633.58,380,27,0
2025.01.02 06:00:00,2633.58,2633.61,2632.27,2632.97,639,27,0
2025.01.02 06:05:00,2632.96,2632.98,2632.03,2632.68,673,27,0
2025.01.02 06:10:00,2632.68,2633.17,2632.27,2632.27,665,27,0
2025.01.02 06:15:00,2632.26,2632.94,2632.24,2632.54,367,27,0
2025.01.02 06:20:00,2632.54,2632.92,2632.06,2632.43,550,27,0
2025.01.02 06:25:00,2632.43,2633.1,2632.28,2632.37,755,27,0
2025.01.02 06:30:00,2632.38,2632.8,2632.04,2632.31,767,27,0
2025.01.02 06:35:00,2632.31,2632.56,2632.03,2632.15,508,27,0
2025.01.02 06:40:00,2632.15,2632.45,2631.99,2632.05,550,27,0
2025.01.02 06:45:00,2632.06,2632.7,2631.0,2632.46,1602,27,0
2025.01.02 06:50:00,2632.46,2633.82,2632.44,2633.76,730,27,0
2025.01.02 06:55:00,2633.77,2634.1,2633.53,2633.89,1062,27,0
2025.01.02 07:00:00,2633.89,2634.27,2633.2,2633.2,1084,27,0
2025.01.02 07:05:00,2633.14,2633.6,2633.01,2633.34,503,27,0
2025.01.02 07:10:00,2633.33,2633.88,2633.05,2633.3,605,27,0
2025.01.02 07:15:00,2633.31,2634.19,2633.26,2634.13,705,27,0
2025.01.02 07:20:00,2634.14,2634.19,2633.58,2634.14,585,27,0
2025.01.02 07:25:00,2634.15,2635.23,2634.11,2634.82,733,27,0
2025.01.02 07:30:00,2634.83,2635.78,2634.47,2635.29,1758,27,0
2025.01.02 07:35:00,2635.31,2636.09,2634.84,2635.55,1289,27,0
2025.01.02 07:40:00,2635.54,2636.38,2634.8,2634.85,1188,27,0
2025.01.02 07:45:00,2634.86,2634.96,2633.99,2634.95,1618,27,0
2025.01.02 07:50:00,2634.97,2635.27,2634.31,2634.37,1374,27,0
2025.01.02 07:55:00,2634.36,2634.42,2633.94,2633.97,1445,27,0
2025.01.02 08:00:00,2633.97,2633.97,2631.8,2632.48,1998,27,0
2025.01.02 08:05:00,2632.49,2632.73,2631.72,2632.39,1764,27,0
2025.01.02 08:10:00,2632.4,2632.84,2631.42,2631.69,992,27,0
2025.01.02 08:15:00,2631.69,2632.22,2631.15,2632.16,1894,27,0
2025.01.02 08:20:00,2632.15,2633.05,2631.98,2632.93,1197,27,0
2025.01.02 08:25:00,2632.97,2634.35,2632.96,2634.13,860,27,0
2025.01.02 08:30:00,2634.13,2634.33,2633.65,2633.72,724,27,0
2025.01.02 08:35:00,2633.73,2633.93,2633.31,2633.88,868,27,0
2025.01.02 08:40:00,2633.88,2634.63,2633.77,2634.08,1381,27,0
2025.01.02 08:45:00,2634.08,2635.31,2633.64,2633.7,1623,27,0
2025.01.02 08:50:00,2633.71,2634.52,2633.57,2633.97,1323,27,0
2025.01.02 08:55:00,2633.94,2634.63,2633.73,2634.1,1362,27,0
2025.01.02 09:00:00,2634.11,2634.22,2633.5,2634.21,1631,27,0
2025.01.02 09:05:00,2634.21,2634.99,2634.1,2634.24,1336,27,0
2025.01.02 09:10:00,2634.24,2634.79,2634.17,2634.32,862,27,0
2025.01.02 09:15:00,2634.3,2634.84,2633.52,2634.73,1107,27,0
2025.01.02 09:20:00,2634.71,2635.48,2634.32,2635.45,1353,27,0
2025.01.02 09:25:00,2635.45,2635.88,2634.25,2634.29,1294,27,0
2025.01.02 09:30:00,2634.3,2634.31,2632.98,2633.19,1217,27,0
2025.01.02 09:35:00,2633.18,2634.09,2632.98,2633.48,1297,27,0
2025.01.02 09:40:00,2633.48,2633.96,2633.08,2633.57,821,27,0
2025.01.02 09:45:00,2633.58,2633.6,2632.91,2633.44,1208,27,0
2025.01.02 09:50:00,2633.44,2634.67,2633.24,2634.54,925,27,0
2025.01.02 09:55:00,2634.55,2635.92,2634.3,2635.9,1458,27,0
2025.01.02 10:00:00,2635.91,2636.33,2635.02,2635.81,2367,27,0
2025.01.02 10:05:00,2635.81,2636.98,2635.16,2635.19,1889,27,0
2025.01.02 10:10:00,2635.19,2635.43,2633.88,2635.05,1537,27,0
2025.01.02 10:15:00,2635.05,2635.09,2633.6,2634.48,1910,27,0
2025.01.02 10:20:00,2634.48,2634.6,2632.58,2632.63,2119,27,0
2025.01.02 10:25:00,2632.63,2633.26,2631.21,2633.22,2156,27,0
2025.01.02 10:30:00,2633.24,2633.84,2631.07,2633.76,2279,27,0
2025.01.02 10:35:00,2633.73,2634.23,2633.3,2633.93,1550,27,0
2025.01.02 10:40:00,2633.93,2636.84,2633.58,2636.2,2034,27,0
2025.01.02 10:45:00,2636.2,2637.72,2635.65,2635.84,2030,27,0
2025.01.02 10:50:00,2635.85,2636.6,2635.3,2635.64,1532,27,0
2025.01.02 10:55:00,2635.64,2637.05,2635.48,2636.39,1596,27,0
2025.01.02 11:00:00,2636.4,2639.81,2636.4,2638.35,3036,27,0
2025.01.02 11:05:00,2638.35,2639.41,2638.01,2638.23,1591,27,0
2025.01.02 11:10:00,2638.24,2639.08,2637.21,2638.16,1678,27,0
2025.01.02 11:15:00,2638.16,2638.59,2637.72,2638.14,1271,27,0
2025.01.02 11:20:00,2638.15,2638.29,2637.18,2637.37,1311,27,0
2025.01.02 11:25:00,2637.38,2639.89,2637.26,2637.32,1769,27,0
2025.01.02 11:30:00,2637.33,2638.36,2637.14,2637.87,1599,27,0
2025.01.02 11:35:00,2637.87,2637.87,2636.61,2636.8,1390,27,0
2025.01.02 11:40:00,2636.81,2637.64,2636.7,2637.08,1432,27,0
2025.01.02 11:45:00,2637.08,2637.87,2636.49,2637.32,1415,27,0
2025.01.02 11:50:00,2637.32,2637.58,2636.3,2636.76,1379,27,0
2025.01.02 11:55:00,2636.75,2637.35,2635.95,2636.03,1554,27,0
2025.01.02 12:00:00,2636.03,2636.08,2633.48,2633.58,1829,27,0
2025.01.02 12:05:00,2633.59,2635.55,2632.68,2635.49,1945,27,0
2025.01.02 12:10:00,2635.46,2638.94,2635.37,2638.86,2160,27,0
2025.01.02 12:15:00,2638.86,2643.78,2638.05,2643.25,2847,27,0
2025.01.02 12:20:00,2643.25,2646.23,2642.71,2645.4,3831,27,0
2025.01.02 12:25:00,2645.4,2646.09,2644.38,2644.76,2987,27,0
2025.01.02 12:30:00,2644.76,2645.49,2643.1,2643.87,2560,27,0
2025.01.02 12:35:00,2643.87,2645.59,2643.06,2644.42,2445,27,0
2025.01.02 12:40:00,2644.4,2645.36,2643.6,2643.93,1682,27,0
2025.01.02 12:45:00,2643.93,2644.07,2642.21,2642.91,2341,27,0
2025.01.02 12:50:00,2642.91,2643.68,2640.36,2642.6,3559,27,0
2025.01.02 12:55:00,2642.6,2642.9,2641.71,2642.66,1960,27,0
2025.01.02 13:00:00,2642.66,2643.53,2642.37,2643.11,1724,27,0
2025.01.02 13:05:00,2643.12,2644.3,2643.12,2644.09,1867,27,0
2025.01.02 13:10:00,2644.1,2644.56,2643.67,2644.1,2439,27,0
2025.01.02 13:15:00,2644.11,2644.33,2642.87,2643.06,2357,27,0
2025.01.02 13:20:00,2643.05,2643.6,2641.77,2642.13,1562,27,0
2025.01.02 13:25:00,2642.13,2642.14,2640.51,2641.79,1529,27,0
2025.01.02 13:30:00,2641.79,2642.07,2640.25,2640.82,1662,27,0
2025.01.02 13:35:00,2640.81,2641.72,2640.39,2641.71,1375,27,0
2025.01.02 13:40:00,2641.77,2642.75,2640.87,2642.04,1564,27,0
2025.01.02 13:45:00,2642.06,2642.49,2641.09,2642.03,1288,27,0
2025.01.02 13:50:00,2642.05,2642.14,2641.2,2641.82,1174,27,0
2025.01.02 13:55:00,2641.81,2642.2,2641.66,2641.85,1236,27,0
2025.01.02 14:00:00,2641.86,2642.75,2640.96,2641.18,2030,27,0
2025.01.02 14:05:00,2641.18,2641.3,2640.29,2640.67,1302,27,0
2025.01.02 14:10:00,2640.65,2641.41,2640.3,2640.94,1318,27,0
2025.01.02 14:15:00,2640.95,2641.53,2640.47,2641.26,1404,27,0
2025.01.02 14:20:00,2641.25,2642.0,2640.95,2641.97,1165,27,0
2025.01.02 14:25:00,2641.98,2643.12,2641.49,2642.68,1654,27,0
2025.01.02 14:30:00,2642.67,2645.17,2642.09,2643.82,2231,27,0
2025.01.02 14:35:00,2643.82,2645.11,2643.37,2644.32,1740,27,0
2025.01.02 14:40:00,2644.32,2644.42,2643.04,2644.16,1796,27,0
2025.01.02 14:45:00,2644.15,2646.37,2644.12,2645.56,1986,27,0
2025.01.02 14:50:00,2645.56,2645.56,2644.2,2645.16,2113,27,0
2025.01.02 14:55:00,2645.13,2645.13,2642.78,2643.31,2159,27,0
2025.01.02 15:00:00,2643.31,2643.31,2640.69,2641.78,5539,27,0
2025.01.02 15:05:00,2641.78,2643.28,2641.36,2641.8,3680,27,0
2025.01.02 15:10:00,2641.79,2642.47,2638.3,2638.46,4266,27,0
2025.01.02 15:15:00,2638.5,2639.28,2636.52,2637.57,3472,27,0
2025.01.02 15:20:00,2637.59,2639.28,2635.96,2637.58,4321,27,0
2025.01.02 15:25:00,2637.59,2640.97,2636.72,2640.56,2852,27,0
2025.01.02 15:30:00,2640.58,2640.9,2636.87,2640.1,4574,27,0
2025.01.02 15:35:00,2640.11,2640.94,2639.01,2639.01,6729,27,0
2025.01.02 15:40:00,2639.01,2640.07,2638.48,2639.13,3728,27,0
2025.01.02 15:45:00,2639.13,2642.9,2638.13,2642.49,3609,27,0
2025.01.02 15:50:00,2642.49,2645.44,2642.48,2645.25,3960,27,0
2025.01.02 15:55:00,2645.26,2647.27,2642.75,2642.84,5158,27,0
2025.01.02 16:00:00,2642.83,2644.86,2640.29,2641.54,5022,27,0
2025.01.02 16:05:00,2641.53,2642.26,2640.46,2641.45,2632,27,0
2025.01.02 16:10:00,2641.46,2646.83,2641.35,2646.8,3531,27,0
2025.01.02 16:15:00,2646.8,2648.99,2646.2,2646.86,4937,27,0
2025.01.02 16:20:00,2646.87,2647.93,2646.18,2646.37,2986,27,0
2025.01.02 16:25:00,2646.36,2647.51,2646.05,2646.22,3311,27,0
2025.01.02 16:30:00,2646.22,2650.07,2646.17,2648.57,6354,27,0
2025.01.02 16:35:00,2648.58,2649.56,2646.34,2648.08,4866,27,0
2025.01.02 16:40:00,2648.12,2649.64,2647.45,2648.54,3416,27,0
2025.01.02 16:45:00,2648.55,2650.95,2647.88,2648.24,4623,27,0
2025.01.02 16:50:00,2648.24,2649.15,2646.85,2648.95,3878,27,0
2025.01.02 16:55:00,2648.95,2649.27,2646.9,2647.51,3700,27,0
2025.01.02 17:00:00,2647.42,2648.68,2645.1,2647.58,6212,27,0
2025.01.02 17:05:00,2647.59,2649.57,2647.17,2648.52,4692,27,0
2025.01.02 17:10:00,2648.52,2648.98,2646.48,2648.55,4465,27,0
2025.01.02 17:15:00,2648.56,2649.47,2647.71,2648.48,3499,27,0
2025.01.02 17:20:00,2648.49,2649.09,2647.48,2648.87,3280,27,0
2025.01.02 17:25:00,2648.86,2649.52,2647.57,2648.71,3842,27,0
2025.01.02 17:30:00,2648.71,2652.8,2648.31,2652.15,5012,27,0
2025.01.02 17:35:00,2652.14,2653.55,2651.25,2652.57,5047,27,0
2025.01.02 17:40:00,2652.57,2653.38,2651.15,2651.91,3986,27,0
2025.01.02 17:45:00,2651.91,2654.08,2651.36,2654.07,4124,27,0
2025.01.02 17:50:00,2654.06,2655.26,2653.67,2654.93,4601,27,0
2025.01.02 17:55:00,2654.93,2655.78,2653.28,2654.01,4206,27,0
2025.01.02 18:00:00,2654.0,2654.22,2649.88,2650.97,7338,27,0
2025.01.02 18:05:00,2650.98,2652.64,2649.94,2652.63,6404,27,0
2025.01.02 18:10:00,2652.62,2654.36,2652.14,2653.55,5090,27,0
2025.01.02 18:15:00,2653.53,2656.06,2653.3,2656.06,4178,27,0
2025.01.02 18:20:00,2656.06,2657.75,2655.41,2657.51,4579,27,0
2025.01.02 18:25:00,2657.51,2657.87,2656.31,2656.67,3864,27,0
2025.01.02 18:30:00,2656.67,2656.93,2654.82,2655.94,2924,27,0
2025.01.02 18:35:00,2655.94,2657.88,2655.9,2657.74,2389,27,0
2025.01.02 18:40:00,2657.73,2658.38,2656.77,2657.37,2343,27,0
2025.01.02 18:45:00,2657.37,2659.52,2657.35,2659.0,2352,27,0
2025.01.02 18:50:00,2659.0,2659.86,2658.11,2659.8,2858,27,0
2025.01.02 18:55:00,2659.81,2660.32,2659.09,2659.17,3012,27,0
2025.01.02 19:00:00,2659.17,2660.37,2658.95,2660.18,2493,27,0
2025.01.02 19:05:00,2660.18,2660.3,2657.98,2658.15,2418,27,0
2025.01.02 19:10:00,2658.16,2659.44,2658.02,2659.0,2105,27,0
2025.01.02 19:15:00,2659.0,2659.0,2656.37,2657.97,2294,27,0
2025.01.02 19:20:00,2657.97,2659.88,2657.97,2658.38,2798,27,0
2025.01.02 19:25:00,2658.37,2658.39,2655.91,2656.22,2750,27,0
2025.01.02 19:30:00,2656.21,2656.42,2653.21,2653.72,2923,27,0
2025.01.02 19:35:00,2653.71,2654.29,2652.97,2654.28,2741,27,0
2025.01.02 19:40:00,2654.26,2654.39,2653.19,2653.62,3706,27,0
2025.01.02 19:45:00,2653.62,2653.72,2652.74,2653.02,2914,27,0
2025.01.02 19:50:00,2653.01,2655.04,2652.46,2654.9,2119,27,0
2025.01.02 19:55:00,2654.92,2656.63,2654.17,2656.47,2325,27,0
2025.01.02 20:00:00,2656.48,2658.23,2655.84,2657.51,3064,27,0
2025.01.02 20:05:00,2657.54,2658.73,2657.52,2657.73,3454,27,0
2025.01.02 20:10:00,2657.73,2658.06,2656.38,2656.59,2500,27,0
2025.01.02 20:15:00,2656.59,2658.09,2656.03,2657.52,2315,27,0
2025.01.02 20:20:00,2657.52,2657.94,2655.46,2655.74,1883,27,0
2025.01.02 20:25:00,2655.74,2656.93,2654.87,2654.88,2111,27,0
2025.01.02 20:30:00,2654.87,2655.04,2653.73,2654.41,1584,27,0
2025.01.02 20:35:00,2654.42,2656.06,2654.41,2655.18,1431,27,0
2025.01.02 20:40:00,2655.15,2655.95,2654.37,2655.76,1327,27,0
2025.01.02 20:45:00,2655.77,2656.04,2654.73,2655.3,1701,27,0
2025.01.02 20:50:00,2655.3,2655.59,2654.65,2654.96,1508,27,0
2025.01.02 20:55:00,2654.96,2655.77,2654.93,2655.36,1755,27,0
2025.01.02 21:00:00,2655.36,2655.85,2654.53,2655.62,1722,27,0
2025.01.02 21:05:00,2655.63,2655.72,2654.38,2654.58,1575,27,0
2025.01.02 21:10:00,2654.57,2655.06,2654.24,2654.48,1398,27,0
2025.01.02 21:15:00,2654.49,2655.14,2653.73,2654.71,2009,27,0
2025.01.02 21:20:00,2654.72,2655.4,2654.32,2654.96,1669,27,0
2025.01.02 21:25:00,2654.93,2656.01,2654.91,2655.5,1843,27,0
2025.01.02 21:30:00,2655.5,2655.89,2654.77,2655.63,1843,27,0
2025.01.02 21:35:00,2655.64,2657.07,2655.61,2656.1,1413,27,0
2025.01.02 21:40:00,2656.11,2656.15,2654.31,2654.8,1136,27,0
2025.01.02 21:45:00,2654.79,2655.36,2654.25,2654.91,2179,27,0
2025.01.02 21:50:00,2654.9,2655.54,2654.36,2655.41,2163,27,0
2025.01.02 21:55:00,2655.42,2655.45,2654.39,2654.64,1833,27,0
2025.01.02 22:00:00,2654.66,2654.86,2654.05,2654.84,2198,27,0
2025.01.02 22:05:00,2654.84,2655.9,2654.83,2655.66,1539,27,0
2025.01.02 22:10:00,2655.67,2657.16,2655.41,2656.93,1627,27,0
2025.01.02 22:15:00,2656.93,2657.46,2656.28,2657.42,1379,27,0
2025.01.02 22:20:00,2657.44,2659.3,2657.44,2659.26,1111,27,0
2025.01.02 22:25:00,2659.27,2660.35,2658.45,2659.82,2070,27,0
2025.01.02 22:30:00,2659.82,2660.34,2659.61,2659.76,2161,27,0
2025.01.02 22:35:00,2659.76,2659.77,2658.71,2659.09,1793,27,0
2025.01.02 22:40:00,2659.08,2659.93,2658.78,2659.05,2053,27,0
2025.01.02 22:45:00,2659.05,2660.04,2659.05,2659.43,2024,27,0
2025.01.02 22:50:00,2659.47,2659.95,2658.98,2659.62,1875,27,0
2025.01.02 22:55:00,2659.58,2659.82,2659.19,2659.62,2141,27,0
2025.01.02 23:00:00,2659.61,2660.11,2659.4,2659.92,720,27,0
2025.01.02 23:05:00,2659.92,2659.92,2659.45,2659.79,416,27,0
2025.01.02 23:10:00,2659.79,2659.81,2658.89,2658.94,429,27,0
2025.01.02 23:15:00,2658.91,2659.25,2658.36,2658.4,533,27,0
2025.01.02 23:20:00,2658.4,2658.45,2657.78,2657.84,422,27,0
2025.01.02 23:25:00,2657.85,2658.59,2657.78,2658.09,947,27,0
2025.01.02 23:30:00,2658.07,2658.29,2656.43,2657.1,644,27,0
2025.01.02 23:35:00,2657.1,2657.78,2657.1,2657.78,479,27,0
2025.01.02 23:40:00,2657.68,2657.96,2657.51,2657.74,328,43,0
2025.01.02 23:45:00,2657.75,2658.22,2656.84,2656.95,636,47,0
2025.01.02 23:50:00,2656.95,2657.41,2656.64,2657.16,578,60,0
2025.01.02 23:55:00,2657.21,2657.6,2656.72,2657.15,200,63,0
2025.01.03 01:00:00,2657.55,2658.41,2656.85,2657.63,314,29,0
2025.01.03 01:05:00,2657.64,2657.96,2657.55,2657.95,129,30,0
2025.01.03 01:10:00,2657.96,2658.23,2657.76,2658.03,120,29,0
2025.01.03 01:15:00,2657.95,2658.92,2657.92,2658.41,149,28,0
2025.01.03 01:20:00,2658.42,2658.55,2658.29,2658.37,96,27,0
2025.01.03 01:25:00,2658.4,2658.73,2658.3,2658.71,134,28,0
2025.01.03 01:30:00,2658.7,2659.04,2658.39,2658.97,165,27,0
2025.01.03 01:35:00,2658.98,2659.09,2658.66,2658.76,132,27,0
2025.01.03 01:40:00,2658.76,2659.45,2658.75,2659.08,159,31,0
2025.01.03 01:45:00,2659.11,2659.29,2658.18,2658.22,266,28,0
2025.01.03 01:50:00,2658.22,2658.52,2657.83,2658.38,445,28,0
2025.01.03 01:55:00,2658.38,2658.62,2657.71,2658.22,440,27,0
2025.01.03 02:00:00,2658.23,2660.34,2658.23,2660.21,434,27,0
2025.01.03 02:05:00,2660.22,2661.01,2660.11,2660.7,631,27,0
2025.01.03 02:10:00,2660.7,2660.85,2660.45,2660.67,559,27,0
2025.01.03 02:15:00,2660.65,2661.04,2660.6,2660.61,602,27,0
2025.01.03 02:20:00,2660.62,2660.64,2659.17,2659.58,852,27,0
2025.01.03 02:25:00,2659.58,2660.6,2659.54,2659.6,635,27,0
2025.01.03 02:30:00,2659.59,2660.01,2659.32,2659.64,415,28,0
2025.01.03 02:35:00,2659.66,2660.21,2659.16,2659.25,638,27,0
2025.01.03 02:40:00,2659.25,2659.4,2658.55,2658.96,1285,27,0
2025.01.03 02:45:00,2658.96,2660.03,2658.72,2659.93,806,27,0
2025.01.03 02:50:00,2659.93,2660.86,2659.78,2660.66,536,27,0
2025.01.03 02:55:00,2660.66,2660.88,2660.28,2660.7,764,27,0
2025.01.03 03:00:00,2660.69,2662.44,2659.72,2660.11,2832,27,0
2025.01.03 03:05:00,2660.1,2660.1,2659.22,2660.06,1715,27,0
2025.01.03 03:10:00,2660.06,2661.12,2659.99,2660.78,1513,27,0
2025.01.03 03:15:00,2660.77,2661.29,2659.39,2659.99,1650,27,0
2025.01.03 03:20:00,2659.98,2660.01,2658.28,2658.76,1126,27,0
2025.01.03 03:25:00,2658.77,2658.97,2658.08,2658.74,1162,27,0
2025.01.03 03:30:00,2658.74,2659.1,2658.0,2658.85,1073,27,0
2025.01.03 03:35:00,2658.85,2659.12,2657.76,2658.0,1060,27,0
2025.01.03 03:40:00,2658.0,2658.34,2656.59,2656.9,1142,27,0
2025.01.03 03:45:00,2656.89,2658.49,2656.86,2658.11,1207,27,0
2025.01.03 03:50:00,2658.1,2658.92,2658.1,2658.7,1472,27,0
2025.01.03 03:55:00,2658.69,2660.07,2658.56,2659.39,1458,27,0
2025.01.03 04:00:00,2659.38,2659.7,2656.13,2656.66,1849,27,0
2025.01.03 04:05:00,2656.65,2660.18,2656.52,2658.9,3289,27,0
2025.01.03 04:10:00,2658.91,2659.93,2658.26,2659.23,1906,27,0
2025.01.03 04:15:00,2659.23,2663.96,2659.22,2661.56,2094,27,0
2025.01.03 04:20:00,2661.49,2662.46,2660.05,2660.06,1508,27,0
2025.01.03 04:25:00,2660.06,2660.48,2658.57,2659.25,1658,27,0
2025.01.03 04:30:00,2659.23,2661.57,2658.84,2660.87,2966,27,0
2025.01.03 04:35:00,2660.86,2661.63,2660.21,2661.48,812,27,0
2025.01.03 04:40:00,2661.47,2661.97,2660.78,2661.39,1673,27,0
2025.01.03 04:45:00,2661.4,2661.4,2659.87,2660.23,2172,27,0
2025.01.03 04:50:00,2660.23,2662.1,2659.8,2661.78,1864,27,0
2025.01.03 04:55:00,2661.79,2663.05,2660.97,2662.45,2931,27,0
2025.01.03 05:00:00,2662.45,2662.58,2661.26,2661.42,1416,27,0
2025.01.03 05:05:00,2661.43,2664.48,2661.24,2662.55,2315,27,0
2025.01.03 05:10:00,2662.55,2663.88,2662.15,2663.03,1993,27,0
2025.01.03 05:15:00,2663.03,2664.14,2662.91,2664.12,1498,27,0
2025.01.03 05:20:00,2664.12,2664.9,2663.5,2664.63,2061,27,0
2025.01.03 05:25:00,2664.61,2665.19,2663.28,2663.42,1771,27,0
2025.01.03 05:30:00,2663.42,2663.54,2662.72,2663.36,1068,27,0
2025.01.03 05:35:00,2663.36,2663.53,2662.38,2662.71,995,27,0
2025.01.03 05:40:00,2662.7,2663.09,2661.95,2662.38,1411,27,0
2025.01.03 05:45:00,2662.38,2663.39,2662.06,2663.27,1253,27,0
2025.01.03 05:50:00,2663.28,2663.44,2662.63,2662.68,1067,27,0
2025.01.03 05:55:00,2662.69,2662.71,2662.06,2662.17,1047,27,0
2025.01.03 06:00:00,2662.16,2662.24,2661.73,2662.09,1652,27,0
2025.01.03 06:05:00,2662.08,2662.29,2661.63,2662.21,1105,27,0
2025.01.03 06:10:00,2662.22,2662.88,2661.9,2662.73,993,27,0
2025.01.03 06:15:00,2662.73,2663.5,2662.57,2663.25,680,27,0
2025.01.03 06:20:00,2663.23,2664.22,2663.22,2663.81,652,27,0
2025.01.03 06:25:00,2663.81,2664.3,2663.6,2663.96,520,27,0
2025.01.03 06:30:00,2663.96,2664.09,2662.77,2662.78,754,27,0
2025.01.03 06:35:00,2662.77,2662.94,2661.97,2662.39,806,27,0
2025.01.03 06:40:00,2662.37,2662.56,2661.97,2662.25,567,27,0
2025.01.03 06:45:00,2662.25,2662.72,2662.14,2662.34,900,27,0
2025.01.03 06:50:00,2662.35,2662.57,2661.81,2662.4,592,27,0
2025.01.03 06:55:00,2662.39,2663.03,2662.25,2662.79,461,27,0
2025.01.03 07:00:00,2662.79,2662.84,2661.9,2661.96,1057,27,0
2025.01.03 07:05:00,2661.96,2661.96,2661.04,2661.22,1033,27,0
2025.01.03 07:10:00,2661.22,2661.55,2661.17,2661.46,755,27,0
